City Boundary Specification (LAU/grid),Country Or Territory,City,City Code,Total City Population *,Year,Air Pollutant,Health Risk Scenario,Populated Area [km2],Air Pollution Average [ug/m3],Air Pollution Population Weighted Average [ug/m3],Premature Deaths,Premature Deaths - lower CI,Premature Deaths - upper CI,Years Of Life Lost,Years Of Life Lost - lower CI,Years Of Life Lost - upper CI
"Urban Centres (grid)","Hungary","All Urban Centres in a Country","","2733206","2013","PM2.5","WHO_2021_AQG_Scen_Base","577","19.3","19.5","3483","2671","3871","40689","31222","45262"
"Urban Centres (grid)","Ireland","All Urban Centres in a Country","","1368416","2013","PM2.5","WHO_2021_AQG_Scen_Base","392","9.9","9.9","298","226","334","3395","2583","3793"
"Urban Centres (grid)","Italy","All Urban Centres in a Country","","17985237","2013","PM2.5","WHO_2021_AQG_Scen_Base","4002","20.4","20.5","19294","14842","21439","206092","158545","228966"
"Urban Centres (grid)","Lithuania","All Urban Centres in a Country","","946370","2013","PM2.5","WHO_2021_AQG_Scen_Base","181","15.3","15.4","914","700","1019","10833","8284","12072"
"Urban Centres (grid)","Luxembourg","All Urban Centres in a Country","","97096","2013","PM2.5","WHO_2021_AQG_Scen_Base","28","15.0","15.0","47","36","52","583","446","650"
"Urban Centres (grid)","Latvia","All Urban Centres in a Country","","666806","2013","PM2.5","WHO_2021_AQG_Scen_Base","138","14.9","15.2","663","506","738","7946","6074","8857"
"Urban Centres (grid)","Malta","All Urban Centres in a Country","","261064","2013","PM2.5","WHO_2021_AQG_Scen_Base","57","12.5","12.6","108","82","120","1256","957","1401"
"Urban Centres (grid)","Netherlands","All Urban Centres in a Country","","7857924","2013","PM2.5","WHO_2021_AQG_Scen_Base","1885","14.5","14.4","4371","3339","4878","49206","37590","54865"
"Urban Centres (grid)","Poland","All Urban Centres in a Country","","11382625","2013","PM2.5","WHO_2021_AQG_Scen_Base","2178","24.8","24.8","15179","11716","16842","196153","151431","217559"
"Urban Centres (grid)","Portugal","All Urban Centres in a Country","","3340502","2013","PM2.5","WHO_2021_AQG_Scen_Base","712","11.5","11.5","1575","1199","1758","17303","13179","19317"
"Urban Centres (grid)","Romania","All Urban Centres in a Country","","6470856","2013","PM2.5","WHO_2021_AQG_Scen_Base","849","19.3","19.6","7992","6138","8887","93153","71538","103583"
"Urban Centres (grid)","Sweden","All Urban Centres in a Country","","2842808","2013","PM2.5","WHO_2021_AQG_Scen_Base","778","6.2","6.3","260","198","293","2529","1919","2824"
"Urban Centres (grid)","Slovenia","All Urban Centres in a Country","","298455","2013","PM2.5","WHO_2021_AQG_Scen_Base","76","18.8","19.1","263","202","293","3163","2427","3521"
"Urban Centres (grid)","Slovakia","All Urban Centres in a Country","","750367","2013","PM2.5","WHO_2021_AQG_Scen_Base","159","20.8","20.9","771","591","857","9379","7207","10426"
"Urban Centres (grid)","Austria","All Urban Centres in a Country","","2444845","2009","PM2.5","WHO_2021_AQG_Scen_Base","446","17.7","18.0","2010","1540","2238","22706","17400","25274"
"Urban Centres (grid)","Belgium","All Urban Centres in a Country","","3119777","2009","PM2.5","WHO_2021_AQG_Scen_Base","745","19.2","19.6","2948","2263","3276","33539","25739","37304"
"Urban Centres (grid)","Bulgaria","All Urban Centres in a Country","","2924206","2009","PM2.5","WHO_2021_AQG_Scen_Base","384","30.3","30.6","7219","5598","7988","80380","62322","88965"
"Urban Centres (grid)","Cyprus","All Urban Centres in a Country","","454705","2009","PM2.5","WHO_2021_AQG_Scen_Base","131","21.5","21.7","331","253","368","3763","2892","4181"
"Urban Centres (grid)","Czechia","All Urban Centres in a Country","","2518971","2009","PM2.5","WHO_2021_AQG_Scen_Base","536","19.8","20.0","2633","2021","2927","30206","23205","33583"
"Urban Centres (grid)","Germany","All Urban Centres in a Country","","25325838","2009","PM2.5","WHO_2021_AQG_Scen_Base","6769","16.5","16.6","21540","16488","23995","245600","187998","273541"
"Urban Centres (grid)","Denmark","All Urban Centres in a Country","","1518179","2009","PM2.5","WHO_2021_AQG_Scen_Base","400","11.5","11.4","688","523","767","7614","5800","8502"
"Urban Centres (grid)","Estonia","All Urban Centres in a Country","","513672","2009","PM2.5","WHO_2021_AQG_Scen_Base","103","7.8","7.9","122","93","136","1475","1121","1649"
"Urban Centres (grid)","Spain","All Urban Centres in a Country","","22725526","2009","PM2.5","WHO_2021_AQG_Scen_Base","2439","15.3","15.6","14075","10767","15679","163022","124713","181633"
"Urban Centres (grid)","Finland","All Urban Centres in a Country","","1208843","2009","PM2.5","WHO_2021_AQG_Scen_Base","427","8.4","8.5","268","205","301","3194","2424","3570"
"Urban Centres (grid)","France","All Urban Centres in a Country","","21681612","2009","PM2.5","WHO_2021_AQG_Scen_Base","4382","17.7","18.5","16655","12772","18532","209337","160518","232937"
"Urban Centres (grid)","Greece","All Urban Centres in a Country","","5085708","2009","PM2.5","WHO_2021_AQG_Scen_Base","557","25.6","26.9","7352","5682","8148","81076","62666","89869"
"Urban Centres (grid)","Croatia","All Urban Centres in a Country","","1099741","2009","PM2.5","WHO_2021_AQG_Scen_Base","195","21.5","21.8","1511","1162","1679","16546","12725","18386"
"Urban Centres (grid)","Hungary","All Urban Centres in a Country","","2766906","2009","PM2.5","WHO_2021_AQG_Scen_Base","577","21.1","21.3","3965","3046","4408","49089","37729","54564"
"Urban Centres (grid)","Ireland","All Urban Centres in a Country","","1342159","2009","PM2.5","WHO_2021_AQG_Scen_Base","392","9.5","9.7","274","208","306","3299","2509","3686"
"Urban Centres (grid)","Italy","All Urban Centres in a Country","","17778925","2009","PM2.5","WHO_2021_AQG_Scen_Base","4002","21.3","21.2","19778","15217","21982","207162","159348","230187"
"Urban Centres (grid)","Lithuania","All Urban Centres in a Country","","1013865","2009","PM2.5","WHO_2021_AQG_Scen_Base","181","13.8","13.7","774","591","863","9537","7279","10635"
"Urban Centres (grid)","Luxembourg","All Urban Centres in a Country","","89225","2009","PM2.5","WHO_2021_AQG_Scen_Base","28","17.2","17.2","54","42","61","658","504","733"
"Urban Centres (grid)","Latvia","All Urban Centres in a Country","","712606","2009","PM2.5","WHO_2021_AQG_Scen_Base","138","17.4","17.6","832","638","925","10035","7691","11170"
"Urban Centres (grid)","Malta","All Urban Centres in a Country","","253907","2009","PM2.5","WHO_2021_AQG_Scen_Base","57","16.7","16.7","163","125","182","1858","1422","2069"
"Urban Centres (grid)","Netherlands","All Urban Centres in a Country","","7720338","2009","PM2.5","WHO_2021_AQG_Scen_Base","1885","17.3","17.3","5380","4116","5988","62978","48231","70123"
"Urban Centres (grid)","Poland","All Urban Centres in a Country","","11404557","2009","PM2.5","WHO_2021_AQG_Scen_Base","2178","23.4","23.6","14037","10825","15581","180419","139095","200248"
"Urban Centres (grid)","Portugal","All Urban Centres in a Country","","3364621","2009","PM2.5","WHO_2021_AQG_Scen_Base","712","14.8","15.2","2373","1815","2645","26779","20476","29839"
"Urban Centres (grid)","Romania","All Urban Centres in a Country","","6606679","2009","PM2.5","WHO_2021_AQG_Scen_Base","849","21.7","21.9","9442","7265","10496","119120","91628","132350"
"Urban Centres (grid)","Sweden","All Urban Centres in a Country","","2753695","2009","PM2.5","WHO_2021_AQG_Scen_Base","778","8.3","8.6","683","520","765","6716","5104","7507"
"Urban Centres (grid)","Slovenia","All Urban Centres in a Country","","294619","2009","PM2.5","WHO_2021_AQG_Scen_Base","76","22.5","22.9","315","243","350","3871","2979","4299"
"Urban Centres (grid)","Slovakia","All Urban Centres in a Country","","746424","2009","PM2.5","WHO_2021_AQG_Scen_Base","159","20.8","20.8","758","584","842","9265","7120","10299"
"Urban Centres (grid)","Austria","All Urban Centres in a Country","","2552045","2016","PM2.5","WHO_2021_AQG_Scen_Base","446","13.5","13.8","1445","1102","1611","15729","12007","17542"
"Urban Centres (grid)","Belgium","All Urban Centres in a Country","","3281678","2016","PM2.5","WHO_2021_AQG_Scen_Base","745","13.1","13.5","1850","1411","2061","20287","15485","22626"
"Urban Centres (grid)","Bulgaria","All Urban Centres in a Country","","2801499","2016","PM2.5","WHO_2021_AQG_Scen_Base","384","26.2","26.4","6132","4739","6795","66716","51572","73950"
"Urban Centres (grid)","Cyprus","All Urban Centres in a Country","","484026","2016","PM2.5","WHO_2021_AQG_Scen_Base","131","16.0","16.2","241","184","268","2620","2004","2920"
"Urban Centres (grid)","Czechia","All Urban Centres in a Country","","2549912","2016","PM2.5","WHO_2021_AQG_Scen_Base","536","17.5","17.7","2270","1742","2527","26052","19968","28995"
"Urban Centres (grid)","Germany","All Urban Centres in a Country","","25379706","2016","PM2.5","WHO_2021_AQG_Scen_Base","6769","12.5","12.7","15382","11737","17158","168420","128454","187903"
"Urban Centres (grid)","Denmark","All Urban Centres in a Country","","1572113","2016","PM2.5","WHO_2021_AQG_Scen_Base","400","10.1","10.0","531","404","591","5942","4521","6638"
"Urban Centres (grid)","Estonia","All Urban Centres in a Country","","506059","2016","PM2.5","WHO_2021_AQG_Scen_Base","103","6.8","6.9","79","60","88","952","723","1065"
"Urban Centres (grid)","Spain","All Urban Centres in a Country","","22824226","2016","PM2.5","WHO_2021_AQG_Scen_Base","2439","12.0","12.2","10342","7887","11536","115702","88244","129090"
"Urban Centres (grid)","Finland","All Urban Centres in a Country","","1245382","2016","PM2.5","WHO_2021_AQG_Scen_Base","427","6.6","6.7","143","107","158","1544","1171","1724"
"Urban Centres (grid)","France","All Urban Centres in a Country","","22452840","2016","PM2.5","WHO_2021_AQG_Scen_Base","4382","12.4","13.1","11154","8514","12442","132614","101200","147928"
"Urban Centres (grid)","Greece","All Urban Centres in a Country","","4943152","2016","PM2.5","WHO_2021_AQG_Scen_Base","557","21.2","22.2","6454","4968","7169","68927","53061","76552"
"Urban Centres (grid)","Croatia","All Urban Centres in a Country","","1069344","2016","PM2.5","WHO_2021_AQG_Scen_Base","195","21.6","21.8","1486","1144","1652","15631","12029","17362"
"Urban Centres (grid)","Hungary","All Urban Centres in a Country","","2711603","2016","PM2.5","WHO_2021_AQG_Scen_Base","577","18.7","18.8","3339","2562","3719","39237","30090","43657"
"Urban Centres (grid)","Ireland","All Urban Centres in a Country","","1403003","2016","PM2.5","WHO_2021_AQG_Scen_Base","392","8.2","8.3","217","163","242","2467","1875","2759"
"Urban Centres (grid)","Italy","All Urban Centres in a Country","","18280650","2016","PM2.5","WHO_2021_AQG_Scen_Base","4002","19.2","19.6","18647","14335","20723","194684","149642","216392"
"Urban Centres (grid)","Lithuania","All Urban Centres in a Country","","919830","2016","PM2.5","WHO_2021_AQG_Scen_Base","181","14.2","14.4","833","637","929","9584","7324","10685"
"Urban Centres (grid)","Luxembourg","All Urban Centres in a Country","","104186","2016","PM2.5","WHO_2021_AQG_Scen_Base","28","12.3","12.3","37","28","41","445","340","497"
"Urban Centres (grid)","Latvia","All Urban Centres in a Country","","648727","2016","PM2.5","WHO_2021_AQG_Scen_Base","138","14.7","14.9","641","490","715","7425","5675","8274"
"Urban Centres (grid)","Malta","All Urban Centres in a Country","","278307","2016","PM2.5","WHO_2021_AQG_Scen_Base","57","11.4","11.4","94","71","105","1156","881","1291"
"Urban Centres (grid)","Netherlands","All Urban Centres in a Country","","7951379","2016","PM2.5","WHO_2021_AQG_Scen_Base","1885","11.3","11.3","3120","2376","3479","34106","25975","38082"
"Urban Centres (grid)","Poland","All Urban Centres in a Country","","11354117","2016","PM2.5","WHO_2021_AQG_Scen_Base","2178","22.9","23.1","14126","10884","15683","185929","143238","206427"
"Urban Centres (grid)","Portugal","All Urban Centres in a Country","","3294011","2016","PM2.5","WHO_2021_AQG_Scen_Base","712","10.2","10.6","1421","1082","1587","14955","11390","16696"
"Urban Centres (grid)","Romania","All Urban Centres in a Country","","6386990","2016","PM2.5","WHO_2021_AQG_Scen_Base","849","18.9","19.3","8253","6338","9181","96064","73728","106856"
"Urban Centres (grid)","Sweden","All Urban Centres in a Country","","2930606","2016","PM2.5","WHO_2021_AQG_Scen_Base","778","6.4","6.6","310","237","345","2995","2272","3350"
"Urban Centres (grid)","Slovenia","All Urban Centres in a Country","","299233","2016","PM2.5","WHO_2021_AQG_Scen_Base","76","20.9","21.2","307","236","342","3545","2724","3941"
"Urban Centres (grid)","Slovakia","All Urban Centres in a Country","","752507","2016","PM2.5","WHO_2021_AQG_Scen_Base","159","17.4","17.7","627","480","698","7769","5954","8645"
"Urban Centres (grid)","Austria","All Urban Centres in a Country","","2610884","2020","PM2.5","WHO_2021_AQG_Scen_Base","446","11.3","11.3","1195","911","1334","11553","8800","12900"
"Urban Centres (grid)","Belgium","All Urban Centres in a Country","","3342989","2020","PM2.5","WHO_2021_AQG_Scen_Base","745","9.4","9.7","1210","920","1355","11174","8501","12486"
"Urban Centres (grid)","Bulgaria","All Urban Centres in a Country","","2722272","2020","PM2.5","WHO_2021_AQG_Scen_Base","384","19.3","19.6","5055","3880","5620","51387","39455","57146"
"Urban Centres (grid)","Cyprus","All Urban Centres in a Country","","506670","2020","PM2.5","WHO_2021_AQG_Scen_Base","131","14.5","14.6","246","189","275","2653","2027","2959"
"Urban Centres (grid)","Czechia","All Urban Centres in a Country","","2583762","2020","PM2.5","WHO_2021_AQG_Scen_Base","536","13.4","13.6","1888","1441","2107","18822","14373","20993"
"Urban Centres (grid)","Germany","All Urban Centres in a Country","","25685956","2020","PM2.5","WHO_2021_AQG_Scen_Base","6769","9.6","9.7","10384","7900","11601","106357","80898","118832"
"Urban Centres (grid)","Denmark","All Urban Centres in a Country","","1603933","2020","PM2.5","WHO_2021_AQG_Scen_Base","400","8.0","8.0","324","248","365","3523","2677","3938"
"Urban Centres (grid)","Estonia","All Urban Centres in a Country","","511071","2020","PM2.5","WHO_2021_AQG_Scen_Base","103","5.8","6.0","41","31","46","473","359","530"
"Urban Centres (grid)","Spain","All Urban Centres in a Country","","23262880","2020","PM2.5","WHO_2021_AQG_Scen_Base","2439","10.5","10.8","10107","7701","11284","97888","74554","109302"
"Urban Centres (grid)","Finland","All Urban Centres in a Country","","1254004","2020","PM2.5","WHO_2021_AQG_Scen_Base","427","5.4","5.5","49","36","54","524","397","587"
"Urban Centres (grid)","France","All Urban Centres in a Country","","22682719","2020","PM2.5","WHO_2021_AQG_Scen_Base","4382","9.5","9.8","7625","5802","8521","81383","61901","90917"
"Urban Centres (grid)","Greece","All Urban Centres in a Country","","4913270","2020","PM2.5","WHO_2021_AQG_Scen_Base","557","15.7","16.4","4815","3687","5365","47275","36177","52658"
"Urban Centres (grid)","Croatia","All Urban Centres in a Country","","1035532","2020","PM2.5","WHO_2021_AQG_Scen_Base","195","16.6","16.8","1197","915","1331","11710","8968","13039"
"Urban Centres (grid)","Hungary","All Urban Centres in a Country","","2694789","2020","PM2.5","WHO_2021_AQG_Scen_Base","577","15.6","15.8","2971","2273","3312","32274","24682","35962"
"Urban Centres (grid)","Ireland","All Urban Centres in a Country","","1473699","2020","PM2.5","WHO_2021_AQG_Scen_Base","392","7.7","7.6","181","137","201","2148","1631","2402"
"Urban Centres (grid)","Italy","All Urban Centres in a Country","","17972062","2020","PM2.5","WHO_2021_AQG_Scen_Base","4002","16.6","16.3","17865","13685","19890","158629","121541","176587"
"Urban Centres (grid)","Lithuania","All Urban Centres in a Country","","889748","2020","PM2.5","WHO_2021_AQG_Scen_Base","181","10.9","11.0","582","443","652","6351","4836","7093"
"Urban Centres (grid)","Luxembourg","All Urban Centres in a Country","","113200","2020","PM2.5","WHO_2021_AQG_Scen_Base","28","7.6","7.6","16","12","17","169","128","189"
"Urban Centres (grid)","Latvia","All Urban Centres in a Country","","628538","2020","PM2.5","WHO_2021_AQG_Scen_Base","138","11.1","11.3","425","325","475","4659","3549","5202"
"Urban Centres (grid)","Malta","All Urban Centres in a Country","","317944","2020","PM2.5","WHO_2021_AQG_Scen_Base","57","10.2","10.2","95","72","106","1080","822","1207"
"Urban Centres (grid)","Netherlands","All Urban Centres in a Country","","8152025","2020","PM2.5","WHO_2021_AQG_Scen_Base","1885","9.2","9.2","2368","1800","2650","23762","18060","26550"
"Urban Centres (grid)","Poland","All Urban Centres in a Country","","11351401","2020","PM2.5","WHO_2021_AQG_Scen_Base","2178","17.9","18.0","12836","9847","14286","146077","112019","162552"
"Urban Centres (grid)","Portugal","All Urban Centres in a Country","","3279540","2020","PM2.5","WHO_2021_AQG_Scen_Base","712","9.7","9.6","1293","983","1444","12706","9665","14196"
"Urban Centres (grid)","Romania","All Urban Centres in a Country","","6247436","2020","PM2.5","WHO_2021_AQG_Scen_Base","849","17.2","17.5","8459","6484","9416","92035","70518","102460"
"Urban Centres (grid)","Sweden","All Urban Centres in a Country","","3072385","2020","PM2.5","WHO_2021_AQG_Scen_Base","778","5.1","5.3","125","95","140","1133","860","1269"
"Urban Centres (grid)","Slovenia","All Urban Centres in a Country","","303825","2020","PM2.5","WHO_2021_AQG_Scen_Base","76","16.1","16.3","267","204","297","2560","1959","2851"
"Urban Centres (grid)","Slovakia","All Urban Centres in a Country","","756891","2020","PM2.5","WHO_2021_AQG_Scen_Base","159","15.2","15.3","591","453","659","6956","5320","7753"
"Urban Centres (grid)","Austria","All Urban Centres in a Country","","2573279","2017","PM2.5","WHO_2021_AQG_Scen_Base","446","13.9","14.2","1565","1197","1745","16120","12311","17974"
"Urban Centres (grid)","Belgium","All Urban Centres in a Country","","3293463","2017","PM2.5","WHO_2021_AQG_Scen_Base","745","12.9","13.4","1842","1405","2053","19718","15053","21991"
"Urban Centres (grid)","Bulgaria","All Urban Centres in a Country","","2781161","2017","PM2.5","WHO_2021_AQG_Scen_Base","384","25.1","25.1","5915","4567","6557","62779","48482","69621"
"Urban Centres (grid)","Cyprus","All Urban Centres in a Country","","487725","2017","PM2.5","WHO_2021_AQG_Scen_Base","131","16.1","16.1","265","204","296","2685","2054","2991"
"Urban Centres (grid)","Czechia","All Urban Centres in a Country","","2555946","2017","PM2.5","WHO_2021_AQG_Scen_Base","536","18.2","18.4","2479","1902","2757","27526","21113","30623"
"Urban Centres (grid)","Germany","All Urban Centres in a Country","","25486593","2017","PM2.5","WHO_2021_AQG_Scen_Base","6769","12.5","12.7","15750","12007","17569","165775","126432","184953"
"Urban Centres (grid)","Denmark","All Urban Centres in a Country","","1583550","2017","PM2.5","WHO_2021_AQG_Scen_Base","400","9.2","9.2","447","339","498","4835","3675","5403"
"Urban Centres (grid)","Estonia","All Urban Centres in a Country","","505941","2017","PM2.5","WHO_2021_AQG_Scen_Base","103","6.2","6.3","56","42","64","652","495","730"
"Urban Centres (grid)","Spain","All Urban Centres in a Country","","22867440","2017","PM2.5","WHO_2021_AQG_Scen_Base","2439","12.8","13.1","12007","9167","13393","129057","98514","143934"
"Urban Centres (grid)","Finland","All Urban Centres in a Country","","1249012","2017","PM2.5","WHO_2021_AQG_Scen_Base","427","5.8","5.9","87","66","97","954","724","1067"
"Urban Centres (grid)","France","All Urban Centres in a Country","","22510623","2017","PM2.5","WHO_2021_AQG_Scen_Base","4382","11.7","12.3","10258","7819","11441","118928","90686","132710"
"Urban Centres (grid)","Greece","All Urban Centres in a Country","","4936021","2017","PM2.5","WHO_2021_AQG_Scen_Base","557","36.8","39.0","12510","9778","13795","125434","98033","138293"
"Urban Centres (grid)","Croatia","All Urban Centres in a Country","","1060041","2017","PM2.5","WHO_2021_AQG_Scen_Base","195","19.1","19.0","1305","1001","1451","13298","10212","14786"
"Urban Centres (grid)","Hungary","All Urban Centres in a Country","","2702522","2017","PM2.5","WHO_2021_AQG_Scen_Base","577","19.8","19.9","3750","2880","4173","42441","32585","47205"
"Urban Centres (grid)","Ireland","All Urban Centres in a Country","","1420249","2017","PM2.5","WHO_2021_AQG_Scen_Base","392","7.1","7.2","146","110","163","1683","1277","1882"
"Urban Centres (grid)","Italy","All Urban Centres in a Country","","18257710","2017","PM2.5","WHO_2021_AQG_Scen_Base","4002","19.7","19.9","19997","15391","22215","196002","150870","217710"
"Urban Centres (grid)","Lithuania","All Urban Centres in a Country","","906883","2017","PM2.5","WHO_2021_AQG_Scen_Base","181","11.5","11.6","582","443","649","6425","4897","7174"
"Urban Centres (grid)","Luxembourg","All Urban Centres in a Country","","106792","2017","PM2.5","WHO_2021_AQG_Scen_Base","28","10.7","10.7","31","24","35","369","281","412"
"Urban Centres (grid)","Latvia","All Urban Centres in a Country","","642521","2017","PM2.5","WHO_2021_AQG_Scen_Base","138","12.6","12.8","511","390","569","5832","4450","6506"
"Urban Centres (grid)","Malta","All Urban Centres in a Country","","284413","2017","PM2.5","WHO_2021_AQG_Scen_Base","57","11.8","11.8","107","82","120","1251","953","1396"
"Urban Centres (grid)","Netherlands","All Urban Centres in a Country","","7999319","2017","PM2.5","WHO_2021_AQG_Scen_Base","1885","11.4","11.4","3156","2406","3525","33936","25847","37885"
"Urban Centres (grid)","Poland","All Urban Centres in a Country","","11355841","2017","PM2.5","WHO_2021_AQG_Scen_Base","2178","23.5","23.7","15136","11669","16801","191643","147751","212698"
"Urban Centres (grid)","Portugal","All Urban Centres in a Country","","3283894","2017","PM2.5","WHO_2021_AQG_Scen_Base","712","10.4","11.1","1505","1147","1681","15876","12107","17714"
"Urban Centres (grid)","Romania","All Urban Centres in a Country","","6349289","2017","PM2.5","WHO_2021_AQG_Scen_Base","849","19.2","19.2","8342","6400","9279","95612","73359","106366"
"Urban Centres (grid)","Sweden","All Urban Centres in a Country","","2973486","2017","PM2.5","WHO_2021_AQG_Scen_Base","778","5.4","5.6","162","123","181","1537","1166","1720"
"Urban Centres (grid)","Slovenia","All Urban Centres in a Country","","299481","2017","PM2.5","WHO_2021_AQG_Scen_Base","76","20.8","21.1","319","245","355","3599","2766","4001"
"Urban Centres (grid)","Slovakia","All Urban Centres in a Country","","753767","2017","PM2.5","WHO_2021_AQG_Scen_Base","159","18.5","18.7","696","534","775","8407","6449","9354"
