City Boundary Specification (LAU/grid),Country Or Territory,City,City Code,Total City Population *,Year,Air Pollutant,Health Risk Scenario,Populated Area [km2],Air Pollution Average [ug/m3],Air Pollution Population Weighted Average [ug/m3],Premature Deaths,Premature Deaths - lower CI,Premature Deaths - upper CI,Years Of Life Lost,Years Of Life Lost - lower CI,Years Of Life Lost - upper CI
"Urban Centres (grid)","Latvia","All Urban Centres in a Country","","648727","2016","O3","WHO_2021_AQG_Scen_Base","138","2957.7","2986.6","31","24","37","372","294","451"
"Urban Centres (grid)","Malta","All Urban Centres in a Country","","278307","2016","O3","WHO_2021_AQG_Scen_Base","57","5850.6","5797.2","13","11","16","166","131","200"
"Urban Centres (grid)","Netherlands","All Urban Centres in a Country","","7951379","2016","O3","WHO_2021_AQG_Scen_Base","1885","2347.0","2310.7","177","142","217","2050","1624","2480"
"Urban Centres (grid)","Poland","All Urban Centres in a Country","","11354117","2016","O3","WHO_2021_AQG_Scen_Base","2178","3586.0","3554.4","458","359","557","6300","4987","7613"
"Urban Centres (grid)","Portugal","All Urban Centres in a Country","","3294011","2016","O3","WHO_2021_AQG_Scen_Base","712","3261.4","3261.0","129","103","157","1407","1111","1699"
"Urban Centres (grid)","Romania","All Urban Centres in a Country","","6386990","2016","O3","WHO_2021_AQG_Scen_Base","849","1902.7","1860.3","176","139","211","2154","1704","2602"
"Urban Centres (grid)","Sweden","All Urban Centres in a Country","","2930606","2016","O3","WHO_2021_AQG_Scen_Base","778","1695.0","1709.2","52","40","62","518","412","626"
"Urban Centres (grid)","Slovenia","All Urban Centres in a Country","","299233","2016","O3","WHO_2021_AQG_Scen_Base","76","4235.5","4143.4","13","10","16","152","120","184"
"Urban Centres (grid)","Slovakia","All Urban Centres in a Country","","752507","2016","O3","WHO_2021_AQG_Scen_Base","159","3938.7","3928.9","32","25","37","412","325","496"
"Urban Centres (grid)","Austria","All Urban Centres in a Country","","2573279","2017","O3","WHO_2021_AQG_Scen_Base","446","5032.4","5063.5","138","108","165","1468","1162","1772"
"Urban Centres (grid)","Belgium","All Urban Centres in a Country","","3293463","2017","O3","WHO_2021_AQG_Scen_Base","745","2226.5","2060.1","72","56","88","809","640","978"
"Urban Centres (grid)","Bulgaria","All Urban Centres in a Country","","2781161","2017","O3","WHO_2021_AQG_Scen_Base","384","3384.1","3285.1","162","127","195","1792","1418","2165"
"Urban Centres (grid)","Bulgaria","All Urban Centres in a Country","","2722272","2020","O3","WHO_2021_AQG_Scen_Base","384","2585.6","2514.8","141","111","171","1482","1172","1792"
"Urban Centres (grid)","Cyprus","All Urban Centres in a Country","","506670","2020","O3","WHO_2021_AQG_Scen_Base","131","5966.6","5945.4","25","19","29","274","218","332"
"Urban Centres (grid)","Czechia","All Urban Centres in a Country","","2583762","2020","O3","WHO_2021_AQG_Scen_Base","536","4203.2","4186.6","146","117","175","1503","1189","1815"
"Urban Centres (grid)","Germany","All Urban Centres in a Country","","25685956","2020","O3","WHO_2021_AQG_Scen_Base","6769","4028.0","4012.1","1365","1080","1652","14499","11474","17523"
"Urban Centres (grid)","Denmark","All Urban Centres in a Country","","1603933","2020","O3","WHO_2021_AQG_Scen_Base","400","2112.4","2068.2","35","28","42","395","314","478"
"Urban Centres (grid)","Estonia","All Urban Centres in a Country","","511071","2020","O3","WHO_2021_AQG_Scen_Base","103","1363.3","1357.7","9","7","11","107","85","129"
"Urban Centres (grid)","Spain","All Urban Centres in a Country","","23262880","2020","O3","WHO_2021_AQG_Scen_Base","2439","4516.5","4443.6","1215","966","1478","12170","9634","14704"
"Urban Centres (grid)","Finland","All Urban Centres in a Country","","1254004","2020","O3","WHO_2021_AQG_Scen_Base","427","1299.3","1253.8","19","14","22","195","154","235"
"Urban Centres (grid)","France","All Urban Centres in a Country","","22682719","2020","O3","WHO_2021_AQG_Scen_Base","4382","4201.4","4178.7","1040","822","1249","11644","9214","14067"
"Urban Centres (grid)","Greece","All Urban Centres in a Country","","4913270","2020","O3","WHO_2021_AQG_Scen_Base","557","6237.0","6127.8","414","329","502","4205","3329","5080"
"Urban Centres (grid)","Croatia","All Urban Centres in a Country","","1035532","2020","O3","WHO_2021_AQG_Scen_Base","195","4591.9","4581.2","75","59","90","753","597","910"
"Urban Centres (grid)","Hungary","All Urban Centres in a Country","","2694789","2020","O3","WHO_2021_AQG_Scen_Base","577","4076.0","4054.1","179","140","217","1994","1579","2409"
"Urban Centres (grid)","Ireland","All Urban Centres in a Country","","1473699","2020","O3","WHO_2021_AQG_Scen_Base","392","1387.9","1329.1","13","11","17","179","141","218"
"Urban Centres (grid)","Italy","All Urban Centres in a Country","","17972062","2020","O3","WHO_2021_AQG_Scen_Base","4002","6212.9","5965.8","1505","1193","1817","13730","10872","16588"
"Urban Centres (grid)","Lithuania","All Urban Centres in a Country","","889748","2020","O3","WHO_2021_AQG_Scen_Base","181","1972.3","1956.1","31","23","37","335","265","405"
"Urban Centres (grid)","Luxembourg","All Urban Centres in a Country","","113200","2020","O3","WHO_2021_AQG_Scen_Base","28","4115.0","4118.5","4","3","5","44","35","53"
"Urban Centres (grid)","Latvia","All Urban Centres in a Country","","628538","2020","O3","WHO_2021_AQG_Scen_Base","138","1668.0","1645.9","18","14","21","197","156","238"
"Urban Centres (grid)","Malta","All Urban Centres in a Country","","317944","2020","O3","WHO_2021_AQG_Scen_Base","57","6466.5","6434.5","18","14","22","210","166","254"
"Urban Centres (grid)","Netherlands","All Urban Centres in a Country","","8152025","2020","O3","WHO_2021_AQG_Scen_Base","1885","3349.1","3274.2","287","228","347","3000","2376","3634"
"Urban Centres (grid)","Poland","All Urban Centres in a Country","","11351401","2020","O3","WHO_2021_AQG_Scen_Base","2178","3074.8","3046.7","485","388","592","5737","4543","6934"
"Urban Centres (grid)","Portugal","All Urban Centres in a Country","","3279540","2020","O3","WHO_2021_AQG_Scen_Base","712","3207.9","3250.1","143","113","173","1455","1153","1759"
"Urban Centres (grid)","Romania","All Urban Centres in a Country","","6247436","2020","O3","WHO_2021_AQG_Scen_Base","849","2672.4","2622.9","286","228","350","3257","2581","3940"
"Urban Centres (grid)","Sweden","All Urban Centres in a Country","","3072385","2020","O3","WHO_2021_AQG_Scen_Base","778","2170.7","2176.8","70","56","87","670","534","812"
"Urban Centres (grid)","Slovenia","All Urban Centres in a Country","","303825","2020","O3","WHO_2021_AQG_Scen_Base","76","4502.3","4332.6","16","13","19","161","128","194"
"Urban Centres (grid)","Slovakia","All Urban Centres in a Country","","756891","2020","O3","WHO_2021_AQG_Scen_Base","159","3888.2","3865.1","35","28","42","438","347","530"
"Urban Centres (grid)","Austria","All Urban Centres in a Country","","2620152","2021","O3","WHO_2021_AQG_Scen_Base","446","4382.3","4453.5","132","105","162","1392","1101","1682"
"Urban Centres (grid)","Belgium","All Urban Centres in a Country","","3352370","2021","O3","WHO_2021_AQG_Scen_Base","745","2069.6","2043.3","82","65","101","802","636","969"
"Urban Centres (grid)","Bulgaria","All Urban Centres in a Country","","2708595","2021","O3","WHO_2021_AQG_Scen_Base","384","2204.9","2107.7","141","111","172","1351","1070","1637"
"Urban Centres (grid)","Czechia","All Urban Centres in a Country","","2518971","2009","O3","WHO_2021_AQG_Scen_Base","536","4075.3","4065.8","118","92","139","1390","1099","1680"
"Urban Centres (grid)","Germany","All Urban Centres in a Country","","25325838","2009","O3","WHO_2021_AQG_Scen_Base","6769","3201.0","3197.4","948","747","1145","11219","8890","13566"
"Urban Centres (grid)","Denmark","All Urban Centres in a Country","","1518179","2009","O3","WHO_2021_AQG_Scen_Base","400","2006.4","1959.8","33","27","39","384","304","466"
"Urban Centres (grid)","Estonia","All Urban Centres in a Country","","513672","2009","O3","WHO_2021_AQG_Scen_Base","103","1650.4","1634.5","11","8","13","138","109","166"
"Urban Centres (grid)","Spain","All Urban Centres in a Country","","22725526","2009","O3","WHO_2021_AQG_Scen_Base","2439","5298.6","5074.9","1077","852","1298","13154","10405","15894"
"Urban Centres (grid)","Finland","All Urban Centres in a Country","","1208843","2009","O3","WHO_2021_AQG_Scen_Base","427","1414.6","1449.0","18","15","22","218","172","264"
"Urban Centres (grid)","France","All Urban Centres in a Country","","21681612","2009","O3","WHO_2021_AQG_Scen_Base","4382","3582.0","3354.5","676","531","815","9029","7143","10912"
"Urban Centres (grid)","Greece","All Urban Centres in a Country","","5085708","2009","O3","WHO_2021_AQG_Scen_Base","557","7537.9","7345.5","413","327","498","4780","3784","5772"
"Urban Centres (grid)","Croatia","All Urban Centres in a Country","","1099741","2009","O3","WHO_2021_AQG_Scen_Base","195","5337.8","5306.7","79","62","94","902","713","1090"
"Urban Centres (grid)","Hungary","All Urban Centres in a Country","","2766906","2009","O3","WHO_2021_AQG_Scen_Base","577","6728.6","6670.4","266","209","321","3414","2702","4123"
"Urban Centres (grid)","Ireland","All Urban Centres in a Country","","1342159","2009","O3","WHO_2021_AQG_Scen_Base","392","1160.1","1110.8","10","8","14","136","107","164"
"Urban Centres (grid)","Italy","All Urban Centres in a Country","","17778925","2009","O3","WHO_2021_AQG_Scen_Base","4002","6683.8","6369.3","1277","1005","1538","13944","11042","16847"
"Urban Centres (grid)","Lithuania","All Urban Centres in a Country","","1013865","2009","O3","WHO_2021_AQG_Scen_Base","181","2218.2","2196.1","32","24","38","403","319","488"
"Urban Centres (grid)","Luxembourg","All Urban Centres in a Country","","89225","2009","O3","WHO_2021_AQG_Scen_Base","28","1978.1","1972.6","1","1","2","18","14","22"
"Urban Centres (grid)","Latvia","All Urban Centres in a Country","","712606","2009","O3","WHO_2021_AQG_Scen_Base","138","1388.8","1357.5","15","12","18","187","149","226"
"Urban Centres (grid)","Malta","All Urban Centres in a Country","","253907","2009","O3","WHO_2021_AQG_Scen_Base","57","5892.2","5859.7","13","10","16","155","123","187"
"Urban Centres (grid)","Netherlands","All Urban Centres in a Country","","7720338","2009","O3","WHO_2021_AQG_Scen_Base","1885","2212.8","2151.9","151","115","179","1876","1484","2267"
"Urban Centres (grid)","Poland","All Urban Centres in a Country","","11404557","2009","O3","WHO_2021_AQG_Scen_Base","2178","3429.3","3390.4","426","340","519","5823","4610","7038"
"Urban Centres (grid)","Portugal","All Urban Centres in a Country","","3364621","2009","O3","WHO_2021_AQG_Scen_Base","712","4195.3","4229.8","157","125","191","1879","1488","2271"
"Urban Centres (grid)","Romania","All Urban Centres in a Country","","6606679","2009","O3","WHO_2021_AQG_Scen_Base","849","4524.7","4429.6","410","325","498","5580","4414","6742"
"Urban Centres (grid)","Sweden","All Urban Centres in a Country","","2753695","2009","O3","WHO_2021_AQG_Scen_Base","778","1906.5","1899.9","55","43","68","586","462","706"
"Urban Centres (grid)","Slovenia","All Urban Centres in a Country","","294619","2009","O3","WHO_2021_AQG_Scen_Base","76","4431.9","4247.3","13","10","15","155","123","188"
"Urban Centres (grid)","Slovakia","All Urban Centres in a Country","","746424","2009","O3","WHO_2021_AQG_Scen_Base","159","5919.1","5914.9","46","37","55","609","482","736"
"Urban Centres (grid)","Cyprus","All Urban Centres in a Country","","511235","2021","O3","WHO_2021_AQG_Scen_Base","131","7589.5","7548.6","35","28","42","389","308","469"
"Urban Centres (grid)","Czechia","All Urban Centres in a Country","","2535656","2021","O3","WHO_2021_AQG_Scen_Base","536","3527.4","3514.3","134","104","162","1397","1106","1691"
"Urban Centres (grid)","Germany","All Urban Centres in a Country","","25682425","2021","O3","WHO_2021_AQG_Scen_Base","6769","2789.2","2806.4","990","787","1199","10600","8385","12809"
"Urban Centres (grid)","Denmark","All Urban Centres in a Country","","1608692","2021","O3","WHO_2021_AQG_Scen_Base","400","1967.2","1915.0","32","26","40","368","292","445"
"Urban Centres (grid)","Estonia","All Urban Centres in a Country","","511491","2021","O3","WHO_2021_AQG_Scen_Base","103","1752.1","1747.3","12","9","15","138","109","167"
"Urban Centres (grid)","Spain","All Urban Centres in a Country","","23295358","2021","O3","WHO_2021_AQG_Scen_Base","2439","4639.8","4554.0","1134","895","1378","12726","10077","15378"
"Urban Centres (grid)","Finland","All Urban Centres in a Country","","1255934","2021","O3","WHO_2021_AQG_Scen_Base","427","1548.7","1513.4","22","17","26","236","187","285"
"Urban Centres (grid)","France","All Urban Centres in a Country","","22796061","2021","O3","WHO_2021_AQG_Scen_Base","4382","3173.5","3090.9","770","611","934","8660","6854","10464"
"Urban Centres (grid)","Greece","All Urban Centres in a Country","","4894970","2021","O3","WHO_2021_AQG_Scen_Base","557","8422.7","8335.6","562","446","680","5689","4506","6869"
"Urban Centres (grid)","Croatia","All Urban Centres in a Country","","1029966","2021","O3","WHO_2021_AQG_Scen_Base","195","5216.5","5220.8","84","66","102","854","676","1030"
"Urban Centres (grid)","Hungary","All Urban Centres in a Country","","2684098","2021","O3","WHO_2021_AQG_Scen_Base","577","4773.6","4776.3","234","185","281","2591","2051","3133"
"Urban Centres (grid)","Ireland","All Urban Centres in a Country","","1486132","2021","O3","WHO_2021_AQG_Scen_Base","392","1528.2","1483.9","17","12","19","201","159","243"
"Urban Centres (grid)","Italy","All Urban Centres in a Country","","17849947","2021","O3","WHO_2021_AQG_Scen_Base","4002","6232.3","5979.3","1496","1187","1817","13664","10818","16516"
"Urban Centres (grid)","Lithuania","All Urban Centres in a Country","","890254","2021","O3","WHO_2021_AQG_Scen_Base","181","2357.0","2330.6","39","32","48","412","327","497"
"Urban Centres (grid)","Luxembourg","All Urban Centres in a Country","","114759","2021","O3","WHO_2021_AQG_Scen_Base","28","2219.7","2222.1","2","2","2","24","19","29"
"Urban Centres (grid)","Latvia","All Urban Centres in a Country","","623775","2021","O3","WHO_2021_AQG_Scen_Base","138","1690.7","1626.4","21","16","25","217","171","262"
"Urban Centres (grid)","Malta","All Urban Centres in a Country","","318893","2021","O3","WHO_2021_AQG_Scen_Base","57","6493.1","6438.0","18","14","22","211","167","255"
"Urban Centres (grid)","Netherlands","All Urban Centres in a Country","","8183787","2021","O3","WHO_2021_AQG_Scen_Base","1885","2244.3","2203.6","197","151","235","2113","1663","2554"
"Urban Centres (grid)","Poland","All Urban Centres in a Country","","11316073","2021","O3","WHO_2021_AQG_Scen_Base","2178","3216.1","3201.9","557","444","673","6349","5025","7679"
"Urban Centres (grid)","Portugal","All Urban Centres in a Country","","3280288","2021","O3","WHO_2021_AQG_Scen_Base","712","2806.0","2816.3","126","98","149","1261","998","1527"
"Urban Centres (grid)","Romania","All Urban Centres in a Country","","6206337","2021","O3","WHO_2021_AQG_Scen_Base","849","2838.7","2788.7","303","240","367","3442","2725","4159"
"Urban Centres (grid)","Sweden","All Urban Centres in a Country","","3087768","2021","O3","WHO_2021_AQG_Scen_Base","778","1881.0","1871.6","60","50","76","580","460","700"
"Urban Centres (grid)","Slovenia","All Urban Centres in a Country","","305726","2021","O3","WHO_2021_AQG_Scen_Base","76","5254.4","5200.2","20","16","24","194","154","234"
"Urban Centres (grid)","Slovakia","All Urban Centres in a Country","","757156","2021","O3","WHO_2021_AQG_Scen_Base","159","4015.6","3971.2","44","36","55","514","407","622"
"Urban Centres (grid)","Cyprus","All Urban Centres in a Country","","494045","2013","O3","WHO_2021_AQG_Scen_Base","131","7654.3","7677.4","25","20","30","299","236","360"
"Urban Centres (grid)","Czechia","All Urban Centres in a Country","","2540800","2013","O3","WHO_2021_AQG_Scen_Base","536","3982.0","3948.1","118","92","140","1359","1075","1642"
"Urban Centres (grid)","Germany","All Urban Centres in a Country","","24869626","2013","O3","WHO_2021_AQG_Scen_Base","6769","3301.0","3308.3","1021","811","1234","11571","9151","13970"
"Urban Centres (grid)","Denmark","All Urban Centres in a Country","","1543296","2013","O3","WHO_2021_AQG_Scen_Base","400","2512.9","2476.0","41","33","49","470","371","568"
"Urban Centres (grid)","Estonia","All Urban Centres in a Country","","507686","2013","O3","WHO_2021_AQG_Scen_Base","103","2436.7","2453.3","16","12","19","196","154","237"
"Urban Centres (grid)","Spain","All Urban Centres in a Country","","22965690","2013","O3","WHO_2021_AQG_Scen_Base","2439","5824.9","5763.2","1241","984","1495","15047","11914","18179"
"Urban Centres (grid)","Finland","All Urban Centres in a Country","","1231620","2013","O3","WHO_2021_AQG_Scen_Base","427","1956.4","1955.8","26","20","30","293","231","355"
"Urban Centres (grid)","France","All Urban Centres in a Country","","22103096","2013","O3","WHO_2021_AQG_Scen_Base","4382","3847.9","3770.1","792","621","960","10250","8115","12390"
"Urban Centres (grid)","Greece","All Urban Centres in a Country","","5043935","2013","O3","WHO_2021_AQG_Scen_Base","557","8924.5","8930.6","520","408","627","5978","4733","7219"
"Urban Centres (grid)","Croatia","All Urban Centres in a Country","","1087582","2013","O3","WHO_2021_AQG_Scen_Base","195","5591.6","5585.5","79","62","96","899","713","1087"
"Urban Centres (grid)","Hungary","All Urban Centres in a Country","","2733206","2013","O3","WHO_2021_AQG_Scen_Base","577","4393.3","4342.7","167","134","204","2050","1622","2477"
"Urban Centres (grid)","Ireland","All Urban Centres in a Country","","1368416","2013","O3","WHO_2021_AQG_Scen_Base","392","1616.3","1578.5","16","14","18","191","150","230"
"Urban Centres (grid)","Italy","All Urban Centres in a Country","","17985237","2013","O3","WHO_2021_AQG_Scen_Base","4002","6672.9","6490.7","1329","1045","1596","14614","11571","17656"
"Urban Centres (grid)","Lithuania","All Urban Centres in a Country","","946370","2013","O3","WHO_2021_AQG_Scen_Base","181","2619.5","2609.0","37","29","44","455","359","549"
"Urban Centres (grid)","Luxembourg","All Urban Centres in a Country","","97096","2013","O3","WHO_2021_AQG_Scen_Base","28","2978.8","2976.4","2","2","3","30","23","36"
"Urban Centres (grid)","Latvia","All Urban Centres in a Country","","666806","2013","O3","WHO_2021_AQG_Scen_Base","138","2568.0","2541.5","26","21","32","330","261","398"
"Urban Centres (grid)","Malta","All Urban Centres in a Country","","261064","2013","O3","WHO_2021_AQG_Scen_Base","57","7411.4","7357.1","16","13","20","195","155","236"
"Urban Centres (grid)","Netherlands","All Urban Centres in a Country","","7857924","2013","O3","WHO_2021_AQG_Scen_Base","1885","2354.8","2315.0","172","135","206","2021","1599","2444"
"Urban Centres (grid)","Poland","All Urban Centres in a Country","","11382625","2013","O3","WHO_2021_AQG_Scen_Base","2178","3559.5","3512.2","452","359","541","6080","4809","7339"
"Urban Centres (grid)","Portugal","All Urban Centres in a Country","","3340502","2013","O3","WHO_2021_AQG_Scen_Base","712","4726.4","4859.0","185","146","224","2118","1677","2558"
"Urban Centres (grid)","Romania","All Urban Centres in a Country","","6470856","2013","O3","WHO_2021_AQG_Scen_Base","849","1693.0","1623.5","149","118","178","1814","1435","2190"
"Urban Centres (grid)","Sweden","All Urban Centres in a Country","","2842808","2013","O3","WHO_2021_AQG_Scen_Base","778","2082.4","2046.4","61","49","73","621","490","751"
"Urban Centres (grid)","Slovenia","All Urban Centres in a Country","","298455","2013","O3","WHO_2021_AQG_Scen_Base","76","5905.6","5722.7","18","14","20","216","171","262"
"Urban Centres (grid)","Slovakia","All Urban Centres in a Country","","750367","2013","O3","WHO_2021_AQG_Scen_Base","159","5079.8","5019.6","39","32","48","515","408","623"
"Urban Centres (grid)","Cyprus","All Urban Centres in a Country","","487725","2017","O3","WHO_2021_AQG_Scen_Base","131","5590.8","5580.2","21","16","25","225","179","272"
"Urban Centres (grid)","Czechia","All Urban Centres in a Country","","2555946","2017","O3","WHO_2021_AQG_Scen_Base","536","4030.5","3996.5","124","95","143","1375","1087","1662"
"Urban Centres (grid)","Germany","All Urban Centres in a Country","","25486593","2017","O3","WHO_2021_AQG_Scen_Base","6769","2817.7","2791.9","894","706","1089","9848","7788","11905"
"Urban Centres (grid)","Denmark","All Urban Centres in a Country","","1583550","2017","O3","WHO_2021_AQG_Scen_Base","400","1481.3","1452.2","25","19","29","274","215","328"
"Urban Centres (grid)","Estonia","All Urban Centres in a Country","","505941","2017","O3","WHO_2021_AQG_Scen_Base","103","1324.0","1320.0","9","7","10","104","82","127"
"Urban Centres (grid)","Spain","All Urban Centres in a Country","","22867440","2017","O3","WHO_2021_AQG_Scen_Base","2439","5333.1","5061.7","1183","934","1430","13166","10418","15909"
"Urban Centres (grid)","Finland","All Urban Centres in a Country","","1249012","2017","O3","WHO_2021_AQG_Scen_Base","427","1097.3","1101.2","15","12","18","167","132","202"
"Urban Centres (grid)","France","All Urban Centres in a Country","","22510623","2017","O3","WHO_2021_AQG_Scen_Base","4382","3414.9","3169.6","709","557","861","8692","6882","10505"
"Urban Centres (grid)","Greece","All Urban Centres in a Country","","4936021","2017","O3","WHO_2021_AQG_Scen_Base","557","3784.7","3426.2","222","175","268","2298","1820","2778"
"Urban Centres (grid)","Croatia","All Urban Centres in a Country","","1060041","2017","O3","WHO_2021_AQG_Scen_Base","195","7089.9","7126.3","108","85","131","1140","902","1377"
"Urban Centres (grid)","Hungary","All Urban Centres in a Country","","2702522","2017","O3","WHO_2021_AQG_Scen_Base","577","4744.6","4681.5","191","152","230","2228","1763","2692"
"Urban Centres (grid)","Ireland","All Urban Centres in a Country","","1420249","2017","O3","WHO_2021_AQG_Scen_Base","392","953.3","910.9","9","6","12","114","89","136"
"Urban Centres (grid)","Italy","All Urban Centres in a Country","","18257710","2017","O3","WHO_2021_AQG_Scen_Base","4002","7444.3","7074.8","1557","1237","1876","15740","12464","19010"
"Urban Centres (grid)","Lithuania","All Urban Centres in a Country","","906883","2017","O3","WHO_2021_AQG_Scen_Base","181","1239.4","1204.8","16","13","21","192","153","231"
"Urban Centres (grid)","Luxembourg","All Urban Centres in a Country","","106792","2017","O3","WHO_2021_AQG_Scen_Base","28","2455.2","2457.2","2","2","3","27","21","32"
"Urban Centres (grid)","Latvia","All Urban Centres in a Country","","642521","2017","O3","WHO_2021_AQG_Scen_Base","138","1201.6","1187.9","12","10","15","147","116","177"
"Urban Centres (grid)","Malta","All Urban Centres in a Country","","284413","2017","O3","WHO_2021_AQG_Scen_Base","57","6029.3","5958.0","15","12","18","173","137","209"
"Urban Centres (grid)","Netherlands","All Urban Centres in a Country","","7999319","2017","O3","WHO_2021_AQG_Scen_Base","1885","2184.9","2125.5","161","127","202","1871","1479","2260"
"Urban Centres (grid)","Poland","All Urban Centres in a Country","","11355841","2017","O3","WHO_2021_AQG_Scen_Base","2178","2955.2","2897.9","388","314","471","5143","4075","6221"
"Urban Centres (grid)","Portugal","All Urban Centres in a Country","","3283894","2017","O3","WHO_2021_AQG_Scen_Base","712","3072.3","3085.2","122","95","144","1316","1040","1589"
"Urban Centres (grid)","Romania","All Urban Centres in a Country","","6349289","2017","O3","WHO_2021_AQG_Scen_Base","849","3625.7","3678.6","350","279","424","4243","3361","5129"
"Urban Centres (grid)","Sweden","All Urban Centres in a Country","","2973486","2017","O3","WHO_2021_AQG_Scen_Base","778","1524.6","1536.9","48","37","56","460","365","558"
"Urban Centres (grid)","Slovenia","All Urban Centres in a Country","","299481","2017","O3","WHO_2021_AQG_Scen_Base","76","6317.9","6285.2","20","16","25","234","186","283"
"Urban Centres (grid)","Slovakia","All Urban Centres in a Country","","753767","2017","O3","WHO_2021_AQG_Scen_Base","159","4712.1","4679.4","38","31","46","491","389","593"
